Frequency (Hz)	Level (dB)
9076.245117	-59.575588
9087.011719	-59.687290
9097.778320	-59.639397
9108.544922	-59.460480
9119.311523	-59.531635
9130.078125	-59.607155
9140.844727	-59.532398
9151.611328	-59.512768
9162.377930	-59.512447
9173.144531	-59.531284
9183.911133	-59.561310
9194.677734	-59.519699
9205.444336	-59.609470
9216.210938	-59.704750
9226.977539	-59.709057
9237.744141	-59.671066
9248.510742	-59.639511
9259.277344	-59.598190
9270.043945	-59.639633
9280.810547	-59.707462
9291.577148	-59.687519
9302.343750	-59.676022
9313.110352	-59.621349
9323.876953	-59.635502
9334.643555	-59.611454
9345.410156	-59.605816
9356.176758	-59.590862
9366.943359	-59.713024
9377.709961	-59.707542
9388.476562	-59.660198
9399.243164	-59.738647
9410.009766	-59.638134
9420.776367	-59.561771
9431.542969	-59.773136
9442.309570	-59.653698
9453.076172	-59.820023
9463.842773	-59.764210
9474.609375	-59.795776
9485.375977	-59.855125
9496.142578	-59.845440
9506.909180	-59.866810
9517.675781	-59.693661
9528.442383	-59.670681
9539.208984	-59.697548
9549.975586	-59.809032
9560.742188	-59.827206
9571.508789	-59.770962
9582.275391	-59.823223
9593.041992	-59.781807
9603.808594	-59.804729
9614.575195	-59.797558
9625.341797	-59.896530
9636.108398	-59.876953
9646.875000	-59.882603
9657.641602	-59.687759
9668.408203	-59.725529
9679.174805	-59.860748
9689.941406	-59.873127
9700.708008	-59.911938
9711.474609	-59.809715
9722.241211	-59.823784
9733.007812	-59.919334
9743.774414	-59.832180
9754.541016	-59.904076
9765.307617	-59.917953
9776.074219	-59.743980
9786.840820	-59.886387
9797.607422	-59.949974
9808.374023	-59.988678
9819.140625	-59.880665
9829.907227	-59.898045
9840.673828	-59.994827
9851.440430	-59.990314
9862.207031	-59.942856
9872.973633	-59.943409
9883.740234	-60.066483
9894.506836	-60.034489
9905.273438	-59.917160
9916.040039	-59.857395
9926.806641	-59.867432
9937.573242	-60.060974
9948.339844	-59.925621
9959.106445	-59.822575
9969.873047	-59.836613
9980.639648	-59.969326
9991.406250	-59.911980
10002.172852	-60.072411
10012.939453	-60.034122
10023.706055	-59.965775
10034.472656	-60.048664
10045.239258	-60.059036
10056.005859	-60.075325
10066.772461	-60.010227
10077.539062	-59.955799
10088.305664	-60.000919
10099.072266	-60.093620
10109.838867	-60.157635
10120.605469	-60.164288
10131.372070	-60.114609
10142.138672	-60.053371
10152.905273	-59.938229
10163.671875	-59.968620
10174.438477	-60.044769
10185.205078	-60.087452
10195.971680	-60.047691
10206.738281	-60.076645
10217.504883	-60.075062
10228.271484	-60.201885
10239.038086	-60.156685
10249.804688	-60.017239
10260.571289	-60.150139
10271.337891	-60.192860
10282.104492	-60.066685
10292.871094	-60.050987
10303.637695	-60.118824
10314.404297	-60.329075
10325.170898	-60.212170
10335.937500	-60.063526
10346.704102	-60.149174
10357.470703	-60.275223
10368.237305	-60.151516
10379.003906	-60.101234
10389.770508	-60.159973
10400.537109	-60.160488
10411.303711	-60.059582
10422.070312	-60.085873
10432.836914	-60.091160
10443.603516	-60.150105
10454.370117	-60.123466
10465.136719	-60.089066
10475.903320	-60.078621
10486.669922	-60.180443
10497.436523	-60.128010
10508.203125	-60.119175
10518.969727	-60.124035
10529.736328	-60.193329
10540.502930	-60.379704
10551.269531	-60.384171
10562.036133	-60.241985
10572.802734	-60.276436
10583.569336	-60.226406
10594.335938	-60.237122
10605.102539	-60.219273
10615.869141	-60.280903
10626.635742	-60.138752
10637.402344	-60.305088
10648.168945	-60.426640
