Frequency (Hz)	Level (dB)
6632.226562	-58.586422
6642.993164	-58.513905
6653.759766	-58.649483
6664.526367	-58.714970
6675.292969	-58.694012
6686.059570	-58.850159
6696.826172	-58.679314
6707.592773	-58.586277
6718.359375	-58.639420
6729.125977	-58.634480
6739.892578	-58.697330
6750.659180	-58.679916
6761.425781	-58.707722
6772.192383	-58.866905
6782.958984	-58.827969
6793.725586	-58.853241
6804.492188	-58.823772
6815.258789	-58.746769
6826.025391	-58.702721
6836.791992	-58.822529
6847.558594	-58.831520
6858.325195	-58.704582
6869.091797	-58.706108
6879.858398	-58.756844
6890.625000	-58.783169
6901.391602	-58.886833
6912.158203	-58.933636
6922.924805	-58.866028
6933.691406	-58.762348
6944.458008	-58.683472
6955.224609	-58.696301
6965.991211	-58.835270
6976.757812	-58.868073
6987.524414	-59.015137
6998.291016	-58.929058
7009.057617	-58.864101
7019.824219	-58.742622
7030.590820	-58.840851
7041.357422	-58.994629
7052.124023	-59.099438
7062.890625	-58.930435
7073.657227	-58.857201
7084.423828	-58.791164
7095.190430	-58.987171
7105.957031	-58.925049
7116.723633	-58.842552
7127.490234	-58.903927
7138.256836	-58.932072
7149.023438	-59.085060
7159.790039	-59.100243
7170.556641	-58.964710
7181.323242	-59.013519
7192.089844	-58.996902
7202.856445	-59.035645
7213.623047	-59.026936
7224.389648	-59.098106
7235.156250	-59.166317
7245.922852	-59.095016
7256.689453	-59.064377
7267.456055	-59.014568
7278.222656	-59.082779
7288.989258	-59.034798
7299.755859	-58.999775
7310.522461	-59.094524
7321.289062	-59.101440
7332.055664	-59.064564
7342.822266	-59.153767
7353.588867	-59.142899
7364.355469	-59.126324
7375.122070	-59.117176
7385.888672	-59.180229
7396.655273	-59.191975
7407.421875	-59.157360
7418.188477	-59.068897
7428.955078	-59.016525
7439.721680	-59.145702
7450.488281	-59.217281
7461.254883	-59.265114
7472.021484	-59.239918
7482.788086	-59.257607
7493.554688	-59.271793
7504.321289	-59.265930
7515.087891	-59.339058
7525.854492	-59.280640
7536.621094	-59.395638
7547.387695	-59.280430
7558.154297	-59.339298
7568.920898	-59.282188
7579.687500	-59.344082
7590.454102	-59.202610
7601.220703	-59.116920
7611.987305	-59.147003
7622.753906	-59.369720
7633.520508	-59.344112
7644.287109	-59.292645
7655.053711	-59.257557
7665.820312	-59.258743
7676.586914	-59.318661
7687.353516	-59.439171
7698.120117	-59.370747
7708.886719	-59.419136
7719.653320	-59.445942
7730.419922	-59.403774
7741.186523	-59.484558
7751.953125	-59.472733
7762.719727	-59.417721
7773.486328	-59.289776
7784.252930	-59.368912
7795.019531	-59.320236
7805.786133	-59.412830
7816.552734	-59.354065
7827.319336	-59.414936
7838.085938	-59.566856
7848.852539	-59.546043
7859.619141	-59.478836
7870.385742	-59.506405
7881.152344	-59.369846
7891.918945	-59.353802
7902.685547	-59.603340
7913.452148	-59.627083
7924.218750	-59.547852
7934.985352	-59.321873
7945.751953	-59.495716
7956.518555	-59.605194
7967.285156	-59.543392
7978.051758	-59.668083
7988.818359	-59.607853
7999.584961	-59.595779
8010.351562	-59.600735
8021.118164	-59.593452
8031.884766	-59.426071
8042.651367	-59.477783
8053.417969	-59.544769
8064.184570	-59.484501
8074.951172	-59.492840
8085.717773	-59.403259
8096.484375	-59.652943
8107.250977	-59.516544
8118.017578	-59.494576
8128.784180	-59.469910
8139.550781	-59.527786
8150.317383	-59.537495
8161.083984	-59.597809
8171.850586	-59.602699
8182.617188	-59.731663
8193.383789	-59.763496
8204.150391	-59.761879
8214.916992	-59.728874
8225.683594	-59.660862
8236.450195	-59.636879
8247.216797	-59.802849
8257.983398	-59.780079
8268.750000	-59.709713
8279.516602	-59.705803
8290.283203	-59.725880
8301.049805	-59.656055
8311.816406	-59.703865
8322.583008	-59.645626
8333.349609	-59.592068
8344.116211	-59.764839
8354.882812	-59.776432
8365.649414	-59.766415
8376.416016	-59.864059
8387.182617	-59.842781
8397.949219	-59.808067
8408.715820	-59.901253
8419.482422	-59.913265
8430.249023	-59.780411
8441.015625	-59.867512
8451.782227	-59.749584
8462.548828	-59.757744
8473.315430	-59.928196
8484.082031	-59.952591
8494.848633	-59.849339
8505.615234	-59.979404
8516.381836	-59.997761
8527.148438	-59.989834
8537.915039	-59.834156
8548.681641	-59.814507
8559.448242	-59.789600
8570.214844	-59.845398
8580.981445	-59.846752
8591.748047	-59.899715
8602.514648	-59.828262
8613.281250	-59.766079
8624.047852	-59.830467
8634.814453	-59.802139
8645.581055	-59.857769
8656.347656	-59.869247
8667.114258	-59.792202
8677.880859	-59.908379
8688.647461	-60.070427
8699.414062	-60.003338
8710.180664	-59.984627
8720.947266	-60.005150
8731.713867	-60.038017
8742.480469	-59.969654
8753.247070	-60.011387
8764.013672	-60.092724
8774.780273	-60.038006
8785.546875	-59.955986
8796.313477	-60.021542
8807.080078	-59.809097
8817.846680	-59.812660
8828.613281	-60.006878
8839.379883	-60.037025
8850.146484	-60.005459
8860.913086	-60.096344
8871.679688	-60.033234
8882.446289	-59.935638
8893.212891	-59.918350
8903.979492	-59.982220
8914.746094	-59.867477
8925.512695	-59.964687
8936.279297	-60.052681
8947.045898	-60.107533
8957.812500	-59.970394
8968.579102	-60.164104
8979.345703	-60.156944
8990.112305	-60.202591
9000.878906	-60.170242
9011.645508	-60.200775
9022.412109	-60.241291
9033.178711	-60.238007
9043.945312	-60.239857
9054.711914	-60.406403
9065.478516	-60.163147
9076.245117	-60.035034
9087.011719	-60.188667
9097.778320	-60.282539
9108.544922	-60.179119
9119.311523	-60.130405
9130.078125	-60.174583
9140.844727	-60.148029
9151.611328	-60.280350
9162.377930	-60.295845
9173.144531	-60.173477
9183.911133	-60.214634
9194.677734	-60.244671
9205.444336	-60.065353
9216.210938	-60.067394
9226.977539	-60.178623
9237.744141	-60.190830
9248.510742	-60.224361
9259.277344	-60.422382
9270.043945	-60.315868
9280.810547	-60.212902
9291.577148	-60.164154
9302.343750	-60.204395
9313.110352	-60.268642
9323.876953	-60.311798
9334.643555	-60.308754
9345.410156	-60.251614
9356.176758	-60.279766
9366.943359	-60.328827
9377.709961	-60.285229
9388.476562	-60.231472
9399.243164	-60.166172
9410.009766	-60.194565
9420.776367	-60.087425
9431.542969	-60.282265
9442.309570	-60.323318
9453.076172	-60.291920
9463.842773	-60.400776
9474.609375	-60.286526
9485.375977	-60.368050
9496.142578	-60.364254
9506.909180	-60.279163
9517.675781	-60.347275
9528.442383	-60.351990
9539.208984	-60.320778
9549.975586	-60.272514
9560.742188	-60.383732
9571.508789	-60.326088
9582.275391	-60.286407
9593.041992	-60.366081
9603.808594	-60.444435
9614.575195	-60.422176
9625.341797	-60.525524
9636.108398	-60.570080
9646.875000	-60.465332
9657.641602	-60.645306
9668.408203	-60.663815
9679.174805	-60.432873
9689.941406	-60.376415
9700.708008	-60.471718
9711.474609	-60.390362
9722.241211	-60.519924
9733.007812	-60.659996
9743.774414	-60.546856
9754.541016	-60.427029
9765.307617	-60.456600
9776.074219	-60.312309
9786.840820	-60.377972
9797.607422	-60.470783
9808.374023	-60.403458
9819.140625	-60.298004
9829.907227	-60.383606
9840.673828	-60.591278
9851.440430	-60.505852
9862.207031	-60.294521
9872.973633	-60.375080
9883.740234	-60.523396
9894.506836	-60.656799
9905.273438	-60.552689
9916.040039	-60.570225
9926.806641	-60.563557
9937.573242	-60.597576
9948.339844	-60.758144
9959.106445	-60.741505
9969.873047	-60.673515
9980.639648	-60.647717
9991.406250	-60.690769
10002.172852	-60.581459
10012.939453	-60.550293
10023.706055	-60.460983
10034.472656	-60.527611
10045.239258	-60.610874
10056.005859	-60.628704
10066.772461	-60.676929
10077.539062	-60.595165
10088.305664	-60.699005
10099.072266	-60.754303
10109.838867	-60.794476
10120.605469	-60.794342
10131.372070	-60.780899
10142.138672	-60.803471
10152.905273	-60.747334
10163.671875	-60.836887
10174.438477	-60.866741
10185.205078	-60.831173
10195.971680	-60.728886
10206.738281	-60.721550
10217.504883	-60.863068
10228.271484	-60.755367
10239.038086	-60.664467
10249.804688	-60.656670
10260.571289	-60.712452
10271.337891	-60.681984
10282.104492	-60.772285
10292.871094	-60.732304
10303.637695	-60.881302
10314.404297	-60.955067
10325.170898	-60.734730
10335.937500	-60.608303
10346.704102	-60.584702
10357.470703	-60.719742
10368.237305	-60.745232
10379.003906	-60.689228
10389.770508	-60.827305
10400.537109	-60.689095
10411.303711	-60.707130
10422.070312	-60.780460
10432.836914	-60.795971
10443.603516	-60.839756
10454.370117	-60.843704
10465.136719	-60.965149
10475.903320	-60.949379
10486.669922	-60.830338
10497.436523	-60.701054
10508.203125	-60.850452
10518.969727	-60.987274
10529.736328	-60.892429
10540.502930	-60.843037
10551.269531	-61.036079
10562.036133	-60.899578
10572.802734	-60.802113
10583.569336	-60.729565
10594.335938	-60.808422
10605.102539	-60.933331
10615.869141	-60.935638
10626.635742	-60.868019
10637.402344	-60.832718
10648.168945	-60.721802
10658.935547	-60.782948
10669.702148	-60.753864
10680.468750	-60.789833
10691.235352	-60.972179
10702.001953	-61.092796
10712.768555	-61.014439
10723.535156	-60.996159
10734.301758	-61.018555
10745.068359	-61.071487
10755.834961	-61.000835
10766.601562	-60.958576
10777.368164	-60.810642
10788.134766	-60.841759
10798.901367	-61.053360
10809.667969	-61.008595
10820.434570	-61.114269
10831.201172	-61.069511
10841.967773	-60.993889
10852.734375	-61.062847
10863.500977	-60.990620
10874.267578	-60.942318
10885.034180	-60.987820
10895.800781	-61.085228
10906.567383	-60.921253
10917.333984	-60.960285
10928.100586	-61.007351
10938.867188	-61.073639
10949.633789	-61.163441
10960.400391	-61.098537
10971.166992	-61.076225
10981.933594	-61.026920
10992.700195	-61.082981
11003.466797	-61.071499
11014.233398	-61.093338
11025.000000	-61.126919
11035.766602	-61.037727
11046.533203	-61.166515
11057.299805	-61.147503
11068.066406	-61.016972
11078.833008	-60.975166
11089.599609	-60.984955
11100.366211	-61.113098
11111.132812	-61.163174
11121.899414	-61.157471
11132.666016	-61.121090
11143.432617	-61.086464
11154.199219	-61.082558
11164.965820	-61.200851
11175.732422	-61.282639
11186.499023	-61.259335
11197.265625	-61.274124
11208.032227	-61.324368
11218.798828	-61.240551
11229.565430	-61.064342
11240.332031	-61.061333
11251.098633	-61.152893
11261.865234	-61.184681
11272.631836	-61.117558
11283.398438	-61.125191
11294.165039	-61.129223
11304.931641	-61.181713
11315.698242	-61.173077
11326.464844	-61.105175
11337.231445	-61.210915
11347.998047	-61.360325
11358.764648	-61.233166
11369.531250	-61.159550
11380.297852	-61.156097
11391.064453	-61.346310
11401.831055	-61.281300
11412.597656	-61.181198
11423.364258	-61.210079
11434.130859	-61.182201
11444.897461	-61.256657
11455.664062	-61.363510
11466.430664	-61.250599
11477.197266	-61.127026
11487.963867	-61.185783
11498.730469	-61.290936
11509.497070	-61.293003
11520.263672	-61.394405
11531.030273	-61.339546
11541.796875	-61.336277
11552.563477	-61.387497
11563.330078	-61.270168
11574.096680	-61.250786
11584.863281	-61.218132
11595.629883	-61.304195
11606.396484	-61.379124
11617.163086	-61.351681
11627.929688	-61.464237
11638.696289	-61.489185
11649.462891	-61.246017
11660.229492	-61.235294
11670.996094	-61.456932
11681.762695	-61.400066
11692.529297	-61.258755
11703.295898	-61.264862
11714.062500	-61.241699
11724.829102	-61.298267
11735.595703	-61.254196
11746.362305	-61.309601
11757.128906	-61.339622
11767.895508	-61.294178
11778.662109	-61.272743
11789.428711	-61.371254
11800.195312	-61.423382
11810.961914	-61.230461
11821.728516	-61.356815
11832.495117	-61.414864
11843.261719	-61.398617
11854.028320	-61.342613
11864.794922	-61.409256
11875.561523	-61.479786
11886.328125	-61.366169
11897.094727	-61.335232
11907.861328	-61.381279
11918.627930	-61.460304
11929.394531	-61.452446
11940.161133	-61.308125
11950.927734	-61.280830
11961.694336	-61.375568
11972.460938	-61.424259
11983.227539	-61.500988
11993.994141	-61.496788
12004.760742	-61.462814
12015.527344	-61.510162
12026.293945	-61.323761
12037.060547	-61.474751
12047.827148	-61.404751
12058.593750	-61.377415
12069.360352	-61.429691
12080.126953	-61.417965
12090.893555	-61.560680
12101.660156	-61.699406
12112.426758	-61.545334
12123.193359	-61.484089
12133.959961	-61.540619
12144.726562	-61.741673
12155.493164	-61.680855
12166.259766	-61.643353
12177.026367	-61.625057
12187.792969	-61.499165
12198.559570	-61.391617
12209.326172	-61.577229
12220.092773	-61.505539
12230.859375	-61.434967
12241.625977	-61.586773
12252.392578	-61.436172
12263.159180	-61.543453
12273.925781	-61.792301
12284.692383	-61.687859
12295.458984	-61.438457
12306.225586	-61.498562
12316.992188	-61.391987
12327.758789	-61.477303
12338.525391	-61.593502
12349.291992	-61.620258
12360.058594	-61.578762
12370.825195	-61.567150
12381.591797	-61.719509
12392.358398	-61.574203
12403.125000	-61.549313
12413.891602	-61.625027
12424.658203	-61.664265
12435.424805	-61.597126
12446.191406	-61.510891
12456.958008	-61.399551
12467.724609	-61.486118
12478.491211	-61.548195
12489.257812	-61.698864
12500.024414	-61.779350
12510.791016	-61.758381
12521.557617	-61.623737
12532.324219	-61.581497
12543.090820	-61.871761
12553.857422	-61.856976
12564.624023	-61.809933
12575.390625	-61.679752
12586.157227	-61.638111
12596.923828	-61.686745
12607.690430	-61.643921
