Frequency (Hz)	Level (dB)
7773.486328	-63.193829
7784.252930	-63.191669
7795.019531	-62.881409
7805.786133	-62.744244
7816.552734	-62.673485
7827.319336	-62.692986
7838.085938	-62.785954
7848.852539	-62.626308
7859.619141	-62.580433
7870.385742	-63.021698
7881.152344	-62.943722
7891.918945	-62.694908
7902.685547	-63.130714
7913.452148	-63.117599
7924.218750	-62.869133
7934.985352	-63.092369
7945.751953	-62.895069
7956.518555	-62.784157
7967.285156	-63.367626
7978.051758	-63.370010
7988.818359	-62.979633
7999.584961	-62.538578
8010.351562	-62.652603
8021.118164	-63.186131
8031.884766	-63.372318
8042.651367	-63.393154
8053.417969	-63.519608
8064.184570	-63.252232
8074.951172	-63.167919
8085.717773	-62.854298
8096.484375	-62.781376
8107.250977	-63.066578
8118.017578	-62.927647
8128.784180	-62.819199
8139.550781	-63.348923
8150.317383	-63.386185
8161.083984	-63.375145
8171.850586	-63.063190
8182.617188	-62.576359
8193.383789	-62.903347
8204.150391	-63.045536
8214.916992	-63.397072
8225.683594	-63.750359
8236.450195	-63.698753
8247.216797	-63.329578
8257.983398	-63.019981
8268.750000	-63.120522
8279.516602	-63.281261
8290.283203	-63.557701
8301.049805	-63.648952
8311.816406	-63.726868
8322.583008	-63.716145
8333.349609	-63.056488
8344.116211	-63.330223
8354.882812	-63.360229
8365.649414	-63.588120
8376.416016	-63.210930
8387.182617	-63.359749
8397.949219	-63.149883
8408.715820	-63.189518
8419.482422	-63.400795
8430.249023	-62.665577
8441.015625	-63.100830
8451.782227	-63.280682
8462.548828	-63.741203
8473.315430	-63.529881
8484.082031	-63.121857
8494.848633	-63.491653
8505.615234	-63.284958
8516.381836	-62.990253
8527.148438	-62.842304
8537.915039	-63.182156
8548.681641	-62.773666
8559.448242	-62.634705
8570.214844	-63.625412
8580.981445	-63.813892
8591.748047	-63.385002
8602.514648	-63.212360
8613.281250	-62.698353
8624.047852	-62.923561
8634.814453	-63.054916
8645.581055	-63.385727
8656.347656	-63.473938
8667.114258	-63.037781
8677.880859	-63.470230
8688.647461	-63.980740
8699.414062	-63.774750
8710.180664	-63.459938
8720.947266	-63.491142
8731.713867	-63.766178
8742.480469	-63.408455
8753.247070	-63.428303
8764.013672	-63.310574
8774.780273	-63.557137
8785.546875	-63.507965
8796.313477	-63.243301
8807.080078	-63.884201
8817.846680	-63.684963
8828.613281	-63.693409
8839.379883	-63.672646
8850.146484	-63.847370
8860.913086	-63.640648
8871.679688	-63.161102
8882.446289	-63.333218
8893.212891	-63.529255
8903.979492	-64.208878
8914.746094	-64.316643
8925.512695	-64.207527
8936.279297	-63.989906
8947.045898	-63.944881
8957.812500	-63.796112
8968.579102	-64.051765
8979.345703	-63.639526
8990.112305	-63.469967
9000.878906	-63.752289
9011.645508	-63.948471
