Frequency (Hz)	Level (dB)
10917.333984	-61.251175
10928.100586	-61.231934
10938.867188	-60.783932
10949.633789	-60.282543
10960.400391	-61.430416
10971.166992	-61.867157
10981.933594	-62.547161
10992.700195	-62.696991
11003.466797	-63.087013
11014.233398	-62.720837
11025.000000	-61.957188
11035.766602	-62.007710
11046.533203	-60.164227
11057.299805	-58.921867
11068.066406	-58.590168
11078.833008	-59.126579
11089.599609	-59.223286
11100.366211	-59.811363
11111.132812	-60.190304
11121.899414	-59.662857
11132.666016	-60.859402
11143.432617	-61.919258
11154.199219	-62.090260
11164.965820	-60.839085
11175.732422	-60.974880
11186.499023	-61.127853
11197.265625	-61.195385
11208.032227	-60.413799
11218.798828	-58.164547
11229.565430	-57.154011
11240.332031	-57.997005
11251.098633	-59.758266
11261.865234	-61.576805
11272.631836	-61.735538
11283.398438	-62.627026
11294.165039	-63.114876
11304.931641	-60.817387
11315.698242	-58.755577
11326.464844	-57.455772
11337.231445	-59.551708
11347.998047	-60.322594
11358.764648	-61.009838
11369.531250	-61.292019
11380.297852	-60.427597
11391.064453	-60.191643
11401.831055	-61.456783
11412.597656	-62.426929
11423.364258	-62.109142
11434.130859	-62.402855
11444.897461	-62.984322
11455.664062	-63.217819
11466.430664	-62.328861
11477.197266	-61.199448
11487.963867	-61.044357
11498.730469	-60.865051
11509.497070	-60.021488
11520.263672	-59.378086
11531.030273	-59.896767
11541.796875	-61.305782
11552.563477	-61.278717
11563.330078	-60.683769
11574.096680	-61.987232
11584.863281	-63.518051
11595.629883	-63.357395
11606.396484	-64.095078
11617.163086	-65.020844
11627.929688	-64.214035
11638.696289	-63.748142
11649.462891	-63.896732
11660.229492	-62.981304
11670.996094	-62.497189
11681.762695	-62.539291
11692.529297	-62.371922
11703.295898	-62.236187
11714.062500	-61.864220
11724.829102	-61.514393
11735.595703	-61.869122
11746.362305	-61.955906
11757.128906	-62.498730
11767.895508	-62.726345
11778.662109	-62.660339
11789.428711	-61.813141
11800.195312	-61.846642
11810.961914	-61.483425
11821.728516	-61.572254
11832.495117	-61.485558
11843.261719	-60.466835
11854.028320	-59.839455
11864.794922	-59.649075
11875.561523	-59.564213
11886.328125	-60.066811
11897.094727	-61.245640
11907.861328	-62.523544
11918.627930	-62.574371
11929.394531	-62.959805
11940.161133	-62.339970
11950.927734	-61.384651
11961.694336	-60.249271
11972.460938	-58.058331
11983.227539	-58.045044
11993.994141	-59.469517
12004.760742	-60.516243
12015.527344	-61.334785
12026.293945	-61.161335
12037.060547	-60.449078
12047.827148	-59.976482
12058.593750	-60.922653
12069.360352	-62.571583
12080.126953	-63.510616
12090.893555	-65.014687
12101.660156	-65.065422
12112.426758	-64.547043
12123.193359	-64.245712
12133.959961	-63.411465
12144.726562	-62.734688
12155.493164	-60.717472
12166.259766	-59.232567
12177.026367	-60.182400
12187.792969	-60.232422
12198.559570	-58.887634
12209.326172	-59.149097
12220.092773	-58.852386
12230.859375	-60.283150
12241.625977	-62.091267
12252.392578	-62.155266
12263.159180	-62.000050
12273.925781	-60.327374
12284.692383	-59.555771
12295.458984	-60.623981
12306.225586	-61.637337
12316.992188	-61.114147
12327.758789	-61.395218
12338.525391	-62.081127
12349.291992	-62.179977
12360.058594	-62.146454
12370.825195	-62.081463
12381.591797	-62.485317
12392.358398	-63.177681
12403.125000	-62.657429
12413.891602	-61.230961
12424.658203	-61.411057
12435.424805	-61.680264
12446.191406	-62.665894
12456.958008	-62.349415
12467.724609	-61.875916
12478.491211	-62.411758
12489.257812	-62.007565
12500.024414	-62.138515
12510.791016	-61.949497
12521.557617	-62.802277
12532.324219	-63.078327
12543.090820	-62.341599
12553.857422	-62.207802
12564.624023	-61.910252
12575.390625	-61.464676
